🐼丨熊猫频道,#genre#
极速汽车,http://220.173.25.0:4022/udp/239.81.0.73:4056
网络棋牌,http://220.173.25.0:4022/udp/239.81.0.237:4056
游戏风云,http://220.173.25.0:4022/udp/239.81.0.72:4056
电竞游戏1,http://220.173.25.0:4022/udp/239.81.0.203:4056
电竞游戏2,http://220.173.25.0:4022/udp/239.81.0.201:4056

🌍丨港台频道,#genre#
凤凰卫视高清,http://116.11.156.226:1188/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0
凤凰资讯高清,http://113.64.145.224:8081/hls/36/index.m3u8
凤凰卫视高清,http://113.64.145.224:8081/hls/37/index.m3u8
凤凰香港高清,http://113.64.145.224:8081/hls/38/index.m3u8
凤凰香港高清,http://116.11.156.226:1188/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0
本港台,http://113.64.145.224:8081/hls/135/index.m3u8
点掌财经,https://wsvideo.aniu.tv/live/aniu/playlist.m3u8
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8

🏀丨体育频道,#genre#
风云足球,https://epg.pw/stream/429f44be8f007cfd67bf72ba165eb20871064218965c65efd1207c1c112b371c.m3u8
风云足球,https://epg.pw/stream/2d6613a4624da0846ee8414ea2bc90f845a5cce72d08600abf3926cb2978a54f.m3u8
五星体育*,https://epg.pw/stream/064d7dfbea25b0500dfa1262dce037279b26c7ed333b790e0d6042b1abc86975.ctv
五星体育*,https://epg.pw/stream/031acdbb137226f0c022242be1f31a039d40acf487f2c4b6fa6b40d6eb55f3f4.ctv
五星体育*,https://epg.pw/stream/245d1072476eeab5f81d1de6ad86becda334c7305fcc8ecd462b3a05cca4e7a3.ctv
五星体育*,https://epg.pw/stream/8bcb65dddb82fc01cc617f6c5e2aa3f7d98fba152b5423fe17b4caa9bbed79b2.ctv
五星体育*,https://epg.pw/stream/3cc797641112e5b2e7700c9a2264e3ede2a5a87391c5ded3e50d903458d2708f.ctv
劲爆体育,https://epg.pw/stream/025b9a77daa84361d1c77d49c7136339ff3f9e3b2da922f09fb9468c026e4867.ctv
哒啵赛事[ipv6],https://epg.pw/stream/5ea46f1cf1488694204cfaf47014123e2f0c10370f04e78f2ad94d82edbb3559.m3u8
哒啵赛事[ipv6],https://epg.pw/stream/45dafce5e87ff6cc72d0cabde8b8cb455c26de73e6f6801cafdb7b902b395fe5.m3u8
哒啵赛事[ipv6],https://epg.pw/stream/c9c1580e6c338773e4e77853c734c87056be919c7e7b9a82816a6b371e3674e6.m3u8
广东体育,https://epg.pw/stream/ff6983ce34a2ad295545550992df113dfeb39a061f903a8cf4dd426451c7530b.m3u8
广东体育,https://epg.pw/stream/7b470f9fc5c305db0c8622117b7b25ca00eb35ba3e93e865cf0ff9df5c736681.m3u8
足球频道,https://epg.pw/stream/c7df950876e6a1ceb8be74ee86f9f702cebbbae29f1d15124ef8f86fd43161cf.m3u8
体育赛事,https://epg.pw/stream/dd90bdda7dc7278a131accbb4ae8bb30ecf987ea5816e6de2cbb708cc419f178.ctv
魅力足球,https://epg.pw/stream/100f8d10fb39d11544e9f834c30dd5a57e92915f801d8e9bf50bf0f01345bef7.ctv
快乐垂钓,https://epg.pw/stream/59d25314967b9a139debdde5dc70f53598210564d50a0a89bafcc44bb8f905bc.ctv
第一剧场,https://epg.pw/stream/ba55b8e8aea7622044ad6925d44966b26283edbe03be0646f351292a22e1027c.ctv

🎬丨豆瓣评分9.0电影,#genre#
极地反击,https://leshiyuncdn.36s.top/20240111/VeaF5is5/2429kb/hls/index.m3u8
哨兵行动,https://leshiyuncdn.36s.top/20230905/hYwougvV/hls/index.m3u8
鬼吹灯之精绝古城,https://leshiyuncdn.36s.top/20230810/2ejGl6bH/hls/index.m3u8
鬼吹灯之湘西密藏,https://leshiyuncdn.36s.top/20230802/kZxA84Oa/hls/index.m3u8
鬼吹灯之龙岭迷窟,https://vip.kuaikan-play1.com/20230308/YIHUHM9s/1760kb/hls/index.m3u8
鬼吹灯之寻龙诀,https://s1.bfzycdn.com/video/guichuidengzhixunlongjue/HD%E5%9B%BD%E8%AF%AD/index.m3u8
鬼吹灯之昆仑神宫,https://leshiyuncdn.36s.top/20230717/ajqP4T8P/hls/index.m3u8
撼龙天棺,https://leshiyuncdn.36s.top/20230718/338z1mab/hls/index.m3u8
周处除三害,https://leshiyuncdn.36s.top/20240301/hnVs2QC7/2000kb/hls/index.m3u8
九龙城寨之围城,https://vip.kuaikan-cdn4.com/20240506/Jl95ROZG/3200kb/hls/index.m3u8
反贪风暴1,https://hn.bfvvs.com/play/1aKo4naQ/index.m3u8
反贪风暴2,https://leshiyuncdn.36s.top/20230717/4P5k9LkG/hls/index.m3u8
反贪风暴3,https://leshiyuncdn.36s.top/20230718/o0McLem2/hls/index.m3u8
反贪风暴4,https://leshiyuncdn.36s.top/20230718/D5Ol7zcF/hls/index.m3u8
反贪风暴5,https://leshiyuncdn.36s.top/20231224/0I1Anjqu/hls/index.m3u8
猎毒风云,https://v.cdnlz2.com/20240428/30676_4e3fad55/2000k/hls/mixed.m3u8
破毒行动,https://v10.dious.cc/20240410/0MiZquLW/2000kb/hls/index.m3u8
猩球崛起新世界,https://vv.jisuzyv.com/play/9av0Rnnd/index.m3u8
猩球崛起新世界,https://play.hhuus.com/play/YerDBjLb/index.m3u8
花月杀手,https://leshiyuncdn.36s.top/20231215/wVNK18gT/2000kb/hls/index.m3u8
花月杀手,https://svipsvip.ffzy-online5.com/20231205/20486_1e3f0e55/2000k/hls/mixed.m3u8
复仇岛,https://vip.ffzy-online1.com/20230614/41396_4008fa0f/2000k/hls/mixed.m3u8
复仇岛,https://leshiyuncdn.36s.top/20230717/PBScC8YT/hls/index.m3u8
决战帝国,https://hn.bfvvs.com/play/DbDxNqbl/index.m3u8
决战帝国,https://hn.bfvvs.com/play/DbDxNqbl/index.m3u8
青木川传奇,https://vip.ffzy-play6.com/20221023/1492_21d98038/2000k/hls/mixed.m3u8
青木川传奇,https://leshiyuncdn.36s.top/20240223/suvc8Y70/3750kb/hls/index.m3u8
太空救援,https://vip.ffzy-play7.com/20221104/1440_e165e96a/2000k/hls/mixed.m3u8
太空救援,https://hn.bfvvs.com/play/DbD0DBbl/index.m3u8
海盗岛甲板上的家族,https://vip.ffzy-play6.com/20221031/3140_4d158cc2/2000k/hls/mixed.m3u8
海盗岛甲板上的家族,https://v1.pe12369.com/202308/19/CX3umiEyXW2/video/2000k_0X1080_64k_25/hls/index.m3u8
伏击2023,https://vip.ffzy-play5.com/20230320/8910_c73b3f9a/2000k/hls/mixed.m3u8
伏击2023,https://leshiyuncdn.36s.top/20231223/cx0SIn34/hls/index.m3u8
惊天营救2,https://svipsvip.ffzyread1.com/20230616/13945_bfb3b392/2000k/hls/index.m3u8
惊天营救2,https://leshiyuncdn.36s.top/20240506/gFG7cEKB/2000kb/hls/index.m3u8
惊天魔盗团,https://vip.ffzy-play6.com/20221019/172_ab70dfdd/2000k/hls/mixed.m3u8
惊天魔盗团,https://223.111.202.82:11300/vods/hls/dhz/15/14388/24042718/679947/1920/index.m3u8?appId=kkdy&sign=52548a87f0754201f514bfdec8172ed3&timestamp=1715409787
哥斯拉大战金刚2,https://223.111.150.97:10970/vods/hls/dhz/15/14679/24051310/690049/1920/index.m3u8?appId=kkdy&sign=9785d45c408b00980b2a60ccce7a0e54&timestamp=1715736111
哥斯拉大战金刚2,https://leshiyuncdn.36s.top/20240514/meW3YnX3/2000kb/hls/index.m3u8
猩球崛起新世界,https://vip.ffzy-online1.com/20240510/49130_d626384c/2000k/hls/mixed.m3u8
猩球崛起新世界,https://223.111.202.73:11300/vods/hls/dhz/16/15949/24051312/762749/1920/index.m3u8?appId=kkdy&sign=70649418b15c1023e334f93773112a64&timestamp=1715737970
人猿星球,https://leshiyuncdn.36s.top/20240501/htoUEL3K/2000kb/hls/index.m3u8
猩球崛起3终极之战,https://leshiyuncdn.36s.top/20240504/qFUkOIgm/2000kb/hls/index.m3u8
决战帝国,https://hn.bfvvs.com/play/DbDxNqbl/index.m3u8
决战帝国,https://vip.kuaikan-play1.com/20230308/A1KV0kyH/658kb/hls/index.m3u8
哨兵行动,https://vip.ffzy-play7.com/20221226/9859_97ede369/2000k/hls/mixed.m3u8
哨兵行动,https://vip.kuaikan-cdn3.com/20230330/AlkV4rlO/hls/index.m3u8
热辣滚烫,https://svipsvip.ffzyread1.com/20240418/26209_829902db/2000k/hls/mixed.m3u8
热辣滚烫,https://223.111.202.73:11300/vods/hls/dhz/5/4096/24041820/13046/1920/index.m3u8?appId=kkdy&sign=0ef7d789331445eaaadd5672c49e0f63&timestamp=1715736715
第二十条,https://svipsvip.ffzy-online5.com/20240426/26560_596f7554/2000k/hls/mixed.m3u8
第二十条,https://223.111.202.78:11300/vods/hls/dhz/5/4112/24042614/13179/1920/index.m3u8?appId=kkdy&sign=548d1d86dbbbf5f06dc5f7a3a0f21f7b&timestamp=1715738539
飞驰人生2,https://svipsvip.ffzy-online5.com/20240428/26643_6d4f92ab/2000k/hls/mixed.m3u8
周处除三害,https://svipsvip.ffzy-online5.com/20240301/24303_f0da8c06/2000k/hls/mixed.m3u8
孤注一掷,https://vip.ffzy-online1.com/20240430/48811_221dd2ee/2000k/hls/mixed.m3u8
唐山大地震,https://vip.ffzy-play6.com/20221022/979_c2c7cf9a/2000k/hls/mixed.m3u8
史前怪兽 (2024),https://s10.fsvod1.com/20240422/xrbJ8MIB/2000kb/hls/index.m3u8
超能敢死队：冰封之城 (2024),https://v.cdnlz2.com/20240423/30417_c4bed124/2000k/hls/mixed.m3u8
破墓 (2024),https://s10.fsvod1.com/20240421/ZS4ChJYx/2000kb/hls/index.m3u8
临时劫案 (2024),https://s10.fsvod1.com/20240306/6ojWInsL/2000kb/hls/index.m3u8
僵尸先生,https://vip.ffzy-play7.com/20230507/24165_799a7b4a/2000k/hls/mixed.m3u8
僵尸至尊,https://vip.ffzy-play6.com/20221129/9344_44b64a1a/2000k/hls/mixed.m3u8
倚天屠龙记之九阳神功,https://vip.ffzy-play.com/20221015/964_2b9df10c/5000k/hls/mixed.m3u8
尸家重地,https://vip.ffzy-play6.com/20221112/6051_a60c9433/2000k/hls/mixed.m3u8
极速僵尸,https://vip.ffzy-play6.com/20221022/1127_e10a4a23/2000k/hls/mixed.m3u8
驱魔道长,https://vip.ffzy-play7.com/20221112/3670_136b232e/2000k/hls/mixed.m3u8
赌侠,https://vip.ffzy-online.com/20221017/869_4ed0959f/2000k/hls/mixed.m3u8
天地玄门,https://vip.ffzy-play6.com/20221112/6127_d615f342/2000k/hls/mixed.m3u8
僵尸先生5驱魔警察,https://vip.ffzy-play6.com/20221205/9856_18a53055/2000k/hls/mixed.m3u8
侏罗纪崛起,https://vip.ffzy-play6.com/20221122/7883_e46af164/2000k/hls/mixed.m3u8
神探修尔之洛桐的神秘力量,https://104.195.49.130:14300/vods/hls/dhz/17/16018/24051317/766232/1920/index.m3u8?appId=kkdy&sign=2cbc71a06c36e382ee7c47765bd6be4b&timestamp=1715844372
职业杀手,https://hn.bfvvs.com/play/RdGm2y0a/index.m3u8
生化危机复仇,https://leshiyuncdn.36s.top/20240509/LMwMo4Ku/2000kb/hls/index.m3u8
绝命海岛,https://svipsvip.ffzy-online5.com/20240508/27006_7c8740b2/2000k/hls/mixed.m3u8
极限特工3,https://leshiyuncdn.36s.top/20240510/EbJqRewh/2000kb/hls/index.m3u8
省港旗兵3逃出香港粤语,https://leshiyuncdn.36s.top/20240510/gRBSkmBi/2000kb/hls/index.m3u8
斯莱思狩猎传奇,https://svipsvip.ffzy-online5.com/20240508/27003_3f5291ff/2000k/hls/mixed.m3u8
高压重犯,https://leshiyuncdn.36s.top/20240504/JYwh0E7n/2000kb/hls/index.m3u8
灰影人,https://vip.ffzy-play7.com/20221225/9793_976ebee6/2000k/hls/mixed.m3u8
极线杀手,https://vip.ffzy-play6.com/20221126/8509_df155574/2000k/hls/mixed.m3u8
首尔大作战,https://vip.ffzy-play7.com/20221224/9666_a61bd3aa/2000k/hls/mixed.m3u8
红色通缉令,https://vip.ffzy-play7.com/20230116/11647_6bade482/2000k/hls/mixed.m3u8
末日激战,https://vip.ffzy-play7.com/20221225/9798_f0714d69/2000k/hls/mixed.m3u8
极地反击,https://vip.ffzy-play7.com/20221226/9843_777ae90f/2000k/hls/mixed.m3u8
超能泰坦,https://vip.ffzy-online.com/20221015/737_71ccf696/5000k/hls/mixed.m3u8
玩命三姐妹,https://vip.ffzy-play7.com/20230116/11586_477acb30/2000k/hls/mixed.m3u8
侠盗,https://vip.ffzy-play6.com/20221204/9748_7d2d62fe/2000k/hls/mixed.m3u8
超能计划,https://vip.ffzy-play7.com/20221226/9831_ceb2f30c/2000k/hls/mixed.m3u8
贴身女保镖2019,https://vip.ffzy-play7.com/20221223/9448_ff2f5496/2000k/hls/mixed.m3u8
2020去死,https://vip.ffzy-play7.com/20230123/12040_c0d4427c/2000k/hls/mixed.m3u8
惊天营救,https://vip.ffzy-online2.com/20230521/37662_1a7d27e1/2000k/hls/mixed.m3u8
夜战风云,https://vip.ffzy-play7.com/20221107/2333_22c5d04c/2000k/hls/mixed.m3u8
光灵,https://hn.bfvvs.com/play/lej5Pvdj/index.m3u8
边境杀手,https://vip.ffzy-play7.com/20221208/8774_628c1d65/2000k/hls/mixed.m3u8
指环王1护戒使者,https://vip.ffzy-play7.com/20230411/22167_a385d245/2000k/hls/mixed.m3u8
指环王2双塔奇兵,https://vip.ffzy-play7.com/20221127/7286_672b6ffa/2000k/hls/mixed.m3u8
指环王3王者无敌,https://vip.ffzy-play6.com/20221017/19_8752ff61/2000k/hls/mixed.m3u8
指环王1魔戒再现,https://vip.kuaikan-cdn4.com/20240220/k2bjbEoB/898kb/hls/index.m3u8
终结者,https://vip.ffzy-play7.com/20221228/10160_5afa1582/2000k/hls/mixed.m3u8
终结者2审判日,https://vip.ffzy-play7.com/20230219/15391_e0dd8424/2000k/hls/mixed.m3u8
终结者3,https://vip.ffzy-play7.com/20230219/15338_218ad517/2000k/hls/mixed.m3u8
终结者黑暗命运,https://vip.ffzy-play6.com/20221204/9671_c7c6d23b/2000k/hls/mixed.m3u8
终结者2018,https://vip.ffzy-play7.com/20230217/15110_af027ece/2000k/hls/mixed.m3u8
指环王前传希望的诞生,https://leshiyuncdn.36s.top/20240312/aZphxIEF/2000kb/hls/index.m3u8

🎬丨电影频道,#genre#
YY电影台01,https://live.metshop.top/yy/1382749892
YY电影台02,https://live.metshop.top/yy/1382735573
YY电影台03,https://live.metshop.top/yy/24921161
YY电影台04,https://live.metshop.top/yy/1382736803
YY电影台05,https://live.metshop.top/yy/1354930924
YY电影台06,https://live.metshop.top/yy/1382745095
YY电影台07,https://live.metshop.top/yy/1355171357
YY电影台08,https://live.metshop.top/yy/24066336
YY电影台09,https://live.metshop.top/yy/1354143966
YY李连杰台,https://live.metshop.top/yy/1459869766
YY成龍影院,https://live.metshop.top/yy/1354888751
YY林正英频,https://live.metshop.top/yy/1351505899
YY林正英道,https://live.metshop.top/yy/1353685311
YY電影輪播,https://live.metshop.top/yy/1353059120
YY歐美電影,https://live.metshop.top/yy/24923327
YY歐美科幻,https://live.metshop.top/yy/37988782
YY歐美動作,https://live.metshop.top/yy/1382745089
YY連續劇台,https://live.metshop.top/yy/1352227227
YY剧场频道,https://live.metshop.top/yy/1382702247
YY剧场怀旧,https://live.metshop.top/yy/1382627144
菲菲影院,https://live.metshop.top/yy/1456668939
幸福影院,https://live.metshop.top/yy/1382737886
经典鬼片,https://live.metshop.top/yy/29460894
米娜影院,https://live.metshop.top/yy/1382690078
豪哥影院,https://live.metshop.top/yy/23402146
绝版电影,https://live.metshop.top/yy/1454587259
港片电影,https://live.metshop.top/yy/1355479289
泡芙影院,https://live.metshop.top/yy/24407222
数码测评,https://live.metshop.top/yy/11352878
速度与激情,https://live.metshop.top/yy/1382749892
林正英电影,https://live.metshop.top/yy/34229877
林正英鬼片,https://live.metshop.top/yy/1351505899
菲菲影院,https://live.metshop.top/yy/1456668939
幸福影视,https://live.metshop.top/yy/1382737886
豪哥影视,https://live.metshop.top/yy/23402146
封神榜,https://live.metshop.top/yy/1353426319
知否知否,https://live.metshop.top/yy/21881901
正阳门下,https://live.metshop.top/yy/1354931580
雍正王朝,https://live.metshop.top/yy/23206872
下饭神剧,https://live.metshop.top/yy/23512910
武林外传,https://live.metshop.top/yy/1355914397
盜暮笔记,https://live.metshop.top/yy/1382702247
神医喜来乐,https://live.metshop.top/yy/1382714119
地下交通站,https://live.metshop.top/yy/1353428972
宰相刘罗锅,https://live.metshop.top/yy/1382745191
隋唐英雄传,https://live.metshop.top/yy/1352475619
豆瓣高分,http://43.138.170.29:35455/douyu/8770422
爱情公寓,http://43.138.170.29:35455/douyu/6863367
